ID,Date,Time,Time_Zone,Username,Tweet,Hashtags
971413996858499074,2018-03-07,15:55:19,UTC,gise18cash,"Bonsoir  tous  !!!t#monpremierTweet
",monpremierTweet
971411386428469249,2018-03-07,15:44:57,UTC,gise18cash,"En train de configurer mon Twitter. #monpremierTweet
",monpremierTweet
