2018-03-21 06:00:16,RCLessig,"RT @FLindsay14: @KamalaHarris Name any issue &amp; Kamala defends the wrong side.
Blaine Gaskill, the school resource officer and a former SWAT…"
2018-03-21 06:00:11,LeighStorz,MT @JAmy208: Criminals Don't Follow Laws. #MarylandSchoolShooting #CCW #ProtectOurChildren https://t.co/mYjD3IzxmM #2A #PJNET
2018-03-21 05:59:42,oilaman,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:59:13,saudi_nhs,RT @jakeramos1313: Jesus help us.. why can’t you guys stop. It hasn’t even been a month. I hope you guys are okay #MarylandSchoolShooting #…
2018-03-21 05:58:36,mauriciod44,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:58:34,Loud_Pipes_,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:58:33,EmDBizzle,"RT @Sunrise51052: Unlike Scot Peterson &amp; the #BrowardCowards, this hero ran toward the fight &amp; neutralized the shooter with a GUN.

What sa…"
2018-03-21 05:58:24,thestonesmn,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:56:59,flyovermo,RT @LionelMedia: #MSM Refuse to Acknowledge Armed #SWAT-Trained Hero #Maryland Cop Prevented More Deaths and Saved Lives [VIDEO]#LionelNati…
2018-03-21 05:56:52,tulumello2011,"RT @LVNancy: Two schools, two different outcomes 
             
                  NO more SOFT-Targets 🎯  Make a deranged person think Twic…"
2018-03-21 05:56:26,KelzKapowpow,@JaclynCorin @davidhogg111 This is officer #Gaskill. His quick action stopped the #MarylandSchoolShooting The schoo… https://t.co/bBciBnxlxV
2018-03-21 05:55:52,RCLessig,"RT @GregPavlett: This is what a hero looks like. A good guy with a gun stopped a bad guy with a gun. Great job, Blaine Gaskill! 

#Maryland…"
2018-03-21 05:55:46,timproul,"RT @AnnaBD20: Memorials on #Facebook are commonplace for those who have died, but this is the first instance we can find of the embattled s…"
2018-03-21 05:55:35,jedi26,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:55:10,booplum,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:54:39,EmDBizzle,"RT @Sunrise51052: Unlike Scot Peterson &amp; the #BrowardCowards, this hero (Blaine Gaskell) ran toward the fight &amp; neutralized the Maryland sc…"
2018-03-21 05:54:32,MindyRdesigns,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:54:19,RCLessig,"RT @FreeMMAPicks: And just like that, no more #news about the #MarylandSchoolShooting because it doesn’t fit the media’s agenda. #maryland…"
2018-03-21 05:54:15,dlortner,"RT @AnnaBD20: Memorials on #Facebook are commonplace for those who have died, but this is the first instance we can find of the embattled s…"
2018-03-21 05:54:12,McilvainCandy,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:53:45,AConghalaigh,"RT @LVNancy: Two schools, two different outcomes 
             
                  NO more SOFT-Targets 🎯  Make a deranged person think Twic…"
2018-03-21 05:53:38,RealJHanson,"RT @EitherImCrazy: This is Blaine Gaskill, the Resource Officer who saved lives. 

Maybe if the media obsessed over heroes as much as it di…"
2018-03-21 05:53:35,RealTopsyKrets,"RT @AnnaBD20: Memorials on #Facebook are commonplace for those who have died, but this is the first instance we can find of the embattled s…"
2018-03-21 05:52:45,Rmuller12758038,"RT @MalkaMelanie: @alozras411 @firstsheriff SO PROUD of St Mary's Police for BRAVERY!: FIRST to SAVE LIVES, STOP School Shooting #MarylandS…"
2018-03-21 05:52:30,Mike76785784,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:52:12,Rmuller12758038,"RT @alozras411: OOPS! Did the ANTI-GUN MSM forget to mention that a GOOD guy with a gun stopped a bad guy with a gun!? 

BREAKING: Media Si…"
2018-03-21 05:50:28,Cal_Republican,"RT @LVNancy: Two schools, two different outcomes 
             
                  NO more SOFT-Targets 🎯  Make a deranged person think Twic…"
2018-03-21 05:50:11,93ParkAvenue,"RT @LVNancy: Two schools, two different outcomes 
             
                  NO more SOFT-Targets 🎯  Make a deranged person think Twic…"
2018-03-21 05:50:05,H_Calibear,"RT @EitherImCrazy: This is Blaine Gaskill, the Resource Officer who saved lives. 

Maybe if the media obsessed over heroes as much as it di…"
