,time,screen_name,text,cumulative_tweets
9947,2018-03-24 10:44:54,RuanTora,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",6211.0
9946,2018-03-24 10:45:01,Anselmus,The word HERO should be in capital letters... #Trebes #Carcassonne #respect Arnaud Beltrame: French police 'hero' d… https://t.co/DaNE2LMudE,6212.0
9945,2018-03-24 10:45:15,BnaaInfo,"RT @lfbgreenwich: #ArnaudBeltrame is who we need to remember &amp; honour today.

During the terror attack in #Trébes the @Gendarmerie officer…",6213.0
9944,2018-03-24 10:45:15,AchiroHero,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6214.0
9943,2018-03-24 10:45:27,TipItForMaggie,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",6215.0
9942,2018-03-24 10:45:31,rossk_1992,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6216.0
9940,2018-03-24 10:45:41,cheran67,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6217.0
9939,2018-03-24 10:45:42,johndmtb,"RT @yorkspride: 15,000 terrorists now operating on French soil.

This brave woman was the French's opportunity to deal with them and and th…",6218.0
9938,2018-03-24 10:45:49,donlav,"RT @padraig_reilly: Photo of #ISIS gunman,Redouane Lakdim,shot dead by French police in #Trèbes yesterday...Sadly the dead toll has risen t…",6219.0
9937,2018-03-24 10:45:51,Queenhildaglam,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6220.0
9936,2018-03-24 10:45:57,pikabarrow,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6221.0
9935,2018-03-24 10:45:59,DrScotRef,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6222.0
9934,2018-03-24 10:46:07,73_713,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6223.0
9933,2018-03-24 10:46:20,newstruthliz,"The '#heroic' #police officer who swapped himself for a #hostage in a #French #terror #attack in #Trebes, in southe… https://t.co/XdbGPoHWf2",6224.0
9930,2018-03-24 10:46:33,williamcrawley,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6225.0
9929,2018-03-24 10:46:37,AliceWaltonLove,"RT @AliceWaltonLove: Show support to #Trebes #France
Send your bitcoin donations to this bitcoin address:

1FhtSgZkaXeA4hoYoP29rv5n35fwKLrn…",6226.0
9928,2018-03-24 10:46:48,Jmaw_mcfc,"RT @riyasharma266: Dear France people, When you voted for a president who openly declares during his campaign that “we have to get used to…",6227.0
9926,2018-03-24 10:46:52,ForeveraFan6,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6228.0
9925,2018-03-24 10:46:54,virginie_12,"RT @samsparkes999: French Police Officer Arnaud Beltrame a true hero, has died after swapping himself with a hostage taken by a terrorist i…",6229.0
9924,2018-03-24 10:47:00,7venout,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6230.0
9923,2018-03-24 10:47:15,ibexsalad,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6231.0
9922,2018-03-24 10:47:17,OliMauritania,"RT @OliMauritania: ISIS terrorist shoots at hostages and French police
-France has strictest gun laws
-French citizens have no 2nd amendmen…",6232.0
9921,2018-03-24 10:47:20,infinitesbanana,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6233.0
9920,2018-03-24 10:47:21,SimoneLaurey,The muslim terrorist who killed four people in yesterday's attack in #Trèbes #France obtained  French citizenship i… https://t.co/5sqEzDGRSf,6234.0
9919,2018-03-24 10:47:24,NicholasTJones,"@Ubisoft Can we get a memorial for #ArnaudBeltrame in @Rainbow6Game please? Either on a map, as a charm or even an… https://t.co/vDQac5dTXm",6235.0
9918,2018-03-24 10:47:34,MarxMedia,RT @kimwillsher1: So very sad. RIP Lt-Col Arnaud Beltrame #Frenchhero #Beltrame #Trèbes 'He has fallen a hero': French siege gendarme who r…,6236.0
9917,2018-03-24 10:47:34,AntoineCrouin,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6237.0
9916,2018-03-24 10:47:45,absolutia,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6238.0
9915,2018-03-24 10:47:48,AndrewPBaker2,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6239.0
9914,2018-03-24 10:47:51,Bomba2H,RT @NwpFedSgt: A true Hero  Arnaud Beltrame who died after swapping himself with a hostage taken by a terrorist in #Trebes. My Thoughts are…,6240.0
9912,2018-03-24 10:48:07,SMelega,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6241.0
9911,2018-03-24 10:48:09,theboldmonkey,RT @mickmoran: Lt Col Arnaud Beltrame. #hero who substituted himself for hostages during terror attack in #France. Remember that name inste…,6242.0
9910,2018-03-24 10:48:12,338LapMagnum,"RT @TadKapla: Chapeau bas Arnaud Beltrame!
R.I.P.
#Trebes https://t.co/eHfiA30isv",6243.0
9909,2018-03-24 10:48:18,martinRFC1872,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6244.0
9907,2018-03-24 10:48:20,1DarrenTulett,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6245.0
9908,2018-03-24 10:48:20,Sa_Marwane,RT @libe: Le gendarme Arnaud Beltrame est mort #Aude #Trebes https://t.co/NpKU11CM7T https://t.co/eKZwIWDx3c,6246.0
9905,2018-03-24 10:48:28,_george_simpson,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6247.0
9904,2018-03-24 10:48:33,Max970,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6248.0
9902,2018-03-24 10:48:37,caljitsu,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6249.0
9899,2018-03-24 10:48:45,liuvigild,RT @NwpFedSgt: A true Hero  Arnaud Beltrame who died after swapping himself with a hostage taken by a terrorist in #Trebes. My Thoughts are…,6250.0
9898,2018-03-24 10:48:53,duosayso,"RT @yorkspride: 15,000 terrorists now operating on French soil.

This brave woman was the French's opportunity to deal with them and and th…",6251.0
9897,2018-03-24 10:48:59,cheryllahouston,RT @BillNeelyNBC: Sad news from France that the senior policeman who swapped himself for a hostage during the #Trebes terror attack has die…,6252.0
9893,2018-03-24 10:49:11,ThisisAAS,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6253.0
9892,2018-03-24 10:49:16,MelaciousIntent,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6254.0
9891,2018-03-24 10:49:17,hattryck,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6255.0
9889,2018-03-24 10:49:27,holatombola,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6256.0
9888,2018-03-24 10:49:31,MyraDSirois1,"RT @guyelster: #BREAKING French police officer, who swapped for a hostage in #Trèbes, dies from his wounds, death toll rises to 4",6257.0
9887,2018-03-24 10:49:38,JMe1905,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6258.0
9886,2018-03-24 10:49:44,HenkRapido,"RT @OnlineMagazin: 🆘‼👮‍♂️🔥 #France: This is the 28-year-old Moroccan #ISIS terrorist &amp; scum, avowed Islamist &amp; petty criminal, who has alre…",6259.0
9885,2018-03-24 10:49:46,HannibalPim,RT @SimoneLaurey: The muslim terrorist who killed four people in yesterday's attack in #Trèbes #France obtained  French citizenship in 2015…,6260.0
9882,2018-03-24 10:49:50,Masja1994,"RT @HananyaNaftali: HAPPENING NOW: Shooting and hostage-taking at a supermarket in the town of #Trèbes, #France. Terrorist claims to be an…",6261.0
9883,2018-03-24 10:49:50,Veren_of_Lood,RT @SimoneLaurey: The muslim terrorist who killed four people in yesterday's attack in #Trèbes #France obtained  French citizenship in 2015…,6262.0
9881,2018-03-24 10:49:52,BSentigar,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6263.0
9880,2018-03-24 10:49:53,TL30N,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6264.0
9879,2018-03-24 10:49:55,michaelcdeibert,"Hero: Arnaud Beltrame, French gendarme who swapped place with hostage during #Trèbes supermarket siege, dies of inj… https://t.co/sLz1g3uvU4",6265.0
9878,2018-03-24 10:50:13,nerdychanel,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6266.0
9877,2018-03-24 10:50:15,meparraga,RT @de_siorac: Incredible courage of this French Gendarme #ArnaudBeltrame who chose to face tremendous danger to save an hostage life and c…,6267.0
9876,2018-03-24 10:50:19,ThePatriot_EU,"RT @_HenryBolton: Yet another terror attack in France, in #Trèbes -whilst here in the UK the gov’t has cut 22,000 police in 7yrs! My though…",6268.0
9873,2018-03-24 10:50:22,Resist_VZLA2017,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6269.0
9872,2018-03-24 10:50:23,JennyJewell3,"RT @yorkspride: 15,000 terrorists now operating on French soil.

This brave woman was the French's opportunity to deal with them and and th…",6270.0
9871,2018-03-24 10:50:23,JasmineRossey,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6271.0
9870,2018-03-24 10:50:24,iamlarsson,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6272.0
9869,2018-03-24 10:50:29,peter2018huber,"RT @OnlineMagazin: 🆘‼👮‍♂️🔥 #France: This is the 28-year-old Moroccan #ISIS terrorist &amp; scum, avowed Islamist &amp; petty criminal, who has alre…",6273.0
9868,2018-03-24 10:50:35,TheChosenMammal,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6274.0
9867,2018-03-24 10:50:36,AtulCfo,"RT @riyasharma266: Dear France people, When you voted for a president who openly declares during his campaign that “we have to get used to…",6275.0
9866,2018-03-24 10:50:43,connerstewart11,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6276.0
9865,2018-03-24 10:50:45,Jim_Moor,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6277.0
9864,2018-03-24 10:50:52,RealShowstopper,RT @SimoneLaurey: The muslim terrorist who killed four people in yesterday's attack in #Trèbes #France obtained  French citizenship in 2015…,6278.0
9863,2018-03-24 10:51:02,ludmil,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6279.0
9862,2018-03-24 10:51:06,BenSRachinger,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6280.0
9861,2018-03-24 10:51:08,politiwars,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6281.0
9860,2018-03-24 10:51:12,incorrectpoliti,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6282.0
9857,2018-03-24 10:51:26,achievechange,"RT @riyasharma266: Dear France people, When you voted for a president who openly declares during his campaign that “we have to get used to…",6283.0
9856,2018-03-24 10:51:35,natachabut,How the #trebes attack unfolded. Our story @ajenexs @ Mo_o11 @TristanAJE https://t.co/O3uVnOua9F via @youtube,6284.0
9854,2018-03-24 10:51:39,DanielPruce,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6285.0
9852,2018-03-24 10:51:49,PennyJFoe,RT @SimoneLaurey: The muslim terrorist who killed four people in yesterday's attack in #Trèbes #France obtained  French citizenship in 2015…,6286.0
9851,2018-03-24 10:51:53,stephmccook,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6287.0
9850,2018-03-24 10:52:00,PeggyZ824,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6288.0
9849,2018-03-24 10:52:01,WakatipuLady,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6289.0
9848,2018-03-24 10:52:09,dugodon,RT @imamette: #Trèbes #Islam-isme #Blasphème #LibertéDeConscience #Maroc #MarocaineDeSouche #Terrorisme #Obscurantisme #EnMarcheArrière htt…,6290.0
9847,2018-03-24 10:52:10,PKontzamanys,"RT @NickGriffinBU: As usual, #ISIS murderer was ""under surveillance"" - i.e. stalking streets when he should've been deported or jailed. Yet…",6291.0
9846,2018-03-24 10:52:11,paddypucka,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6292.0
9845,2018-03-24 10:52:14,JustinJamescp,A very brave man! RIP #police hero. #france #trebes https://t.co/j9sGIrdymY,6293.0
9844,2018-03-24 10:52:16,johnstrong161,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6294.0
9843,2018-03-24 10:52:34,CraigLNU,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6295.0
9842,2018-03-24 10:52:36,blockbclb,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6296.0
9841,2018-03-24 10:52:52,BhavinM32128762,"RT @DancingTheMind: “Lieutenant Colonel Arnaud Beltrame has left us. France will never forget his heroism, his bravery, his sacrifice.”
[Fr…",6297.0
9840,2018-03-24 10:52:57,szia_jessica,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6298.0
9839,2018-03-24 10:53:02,NigelSheppard7,"RT @MarkElliott52: Clearly a remarkable man who gave his life so others may live, true heroism. RIP Lt-Col Arnaud Beltrame, France and the…",6299.0
9838,2018-03-24 10:53:03,MThereseReyes,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6300.0
9837,2018-03-24 10:53:08,HommaFI,RT @TerrorEvents: #France #Trèbes - Lieutenant-Colonel Arnaud #Beltrame has succumbed to his injuries. https://t.co/9uq8gZmvz0,6301.0
9836,2018-03-24 10:53:09,Suzy_Makher,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6302.0
9835,2018-03-24 10:53:14,fellows__,"RT @riyasharma266: Dear France people, When you voted for a president who openly declares during his campaign that “we have to get used to…",6303.0
9834,2018-03-24 10:53:18,MichelFSU,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,6304.0
9833,2018-03-24 10:53:23,shanecroucher,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6305.0
9832,2018-03-24 10:53:33,SprrgL,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6306.0
9830,2018-03-24 10:53:34,badass2925,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6307.0
9831,2018-03-24 10:53:34,tjsunrise62,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6308.0
9829,2018-03-24 10:53:36,Keggi32,@jihadwatchRS Everyone in public office have got to follow the narrative unfortunately. Ironic considering it comes… https://t.co/OgPwvtdhHM,6309.0
9826,2018-03-24 10:53:55,LibbyRafferty4,RT @AuntyNeville664: This man died a hero in another Islamic terror attack in France. Another victim in a long long list of victims of the…,6310.0
9824,2018-03-24 10:53:59,cerysholliday,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6311.0
9823,2018-03-24 10:54:03,AlessioLaker,"RT @FarmerFranck: RESPECT A CE GENDARME 
#Trèbes
#ArnaudBeltrame https://t.co/l5LrejRbEz",6312.0
9822,2018-03-24 10:54:09,rxcheeeel,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6313.0
9821,2018-03-24 10:54:11,Neve_Summer00,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6314.0
9820,2018-03-24 10:54:17,IDontNeedAMap84,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6315.0
9819,2018-03-24 10:54:23,zaraflora,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6316.0
9818,2018-03-24 10:54:25,Zaitsev1955,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6317.0
9817,2018-03-24 10:54:27,jllgraham,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6318.0
9816,2018-03-24 10:54:28,Ratticorn,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6319.0
9815,2018-03-24 10:54:29,Hauanpablo2,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6320.0
9814,2018-03-24 10:54:34,iCass70,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6321.0
9813,2018-03-24 10:54:35,Sadie44689664,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6322.0
9812,2018-03-24 10:54:44,MrMax_K,Do they think that the Jewish people slaughtered in the Kosher supermarket brought it on themselves by being Jewish… https://t.co/m8fpR9Lp27,6323.0
9811,2018-03-24 10:54:52,BobbyNathan,Quite incredible headline yet again by @skynews. So the officer who was killed has died? For a story so serious it… https://t.co/rd0msHBVqV,6324.0
9810,2018-03-24 10:54:58,Slm_Rnd,"RT @samsparkes999: French Police Officer Arnaud Beltrame a true hero, has died after swapping himself with a hostage taken by a terrorist i…",6325.0
9809,2018-03-24 10:55:03,katie_mch13,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6326.0
9807,2018-03-24 10:55:11,Maaevaa38,"RT @MaximeHaes: You advanced idiot, it’s our first mass shooting since the beginning of the year in France.
Y’all already at 49 by now, wit…",6327.0
9808,2018-03-24 10:55:11,4originalintent,"RT @_VachelLindsay_: This was an astonishing act of bravery.

France has a new hero. Sacrifices like this are very important, as they can a…",6328.0
9805,2018-03-24 10:55:18,LaueOreo,"RT @LaTourEiffel: Tonight, from midnight, I will turn my lights off to pay tribute to the victims of the #Carcassonne and #Trèbes terrorist…",6329.0
9804,2018-03-24 10:55:19,stuyvesant19,RT @SimoneLaurey: The muslim terrorist who killed four people in yesterday's attack in #Trèbes #France obtained  French citizenship in 2015…,6330.0
9803,2018-03-24 10:55:25,MonaSigal,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6331.0
9802,2018-03-24 10:55:27,Jimmyb2018,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6332.0
9801,2018-03-24 10:55:35,worldvoyeures,"RT @IslamismMap: Who is aiding radicalization, who is supporting #islamisation, why can the threat keep growing in our midst? Because #Musl…",6333.0
9799,2018-03-24 10:55:56,lililol26,RT @imamette: #Trèbes #Islam-isme #Blasphème #LibertéDeConscience #Maroc #MarocaineDeSouche #Terrorisme #Obscurantisme #EnMarcheArrière htt…,6334.0
9798,2018-03-24 10:55:57,Maxime_km,"RT @samsparkes999: French Police Officer Arnaud Beltrame a true hero, has died after swapping himself with a hostage taken by a terrorist i…",6335.0
9797,2018-03-24 10:55:57,AudreyPlessiet,"RT @EdLlewellynFCO: Lt Col Arnaud Beltrame, wounded after taking the place of a hostage in the attack yesterday at #Trèbes, gave his life t…",6336.0
9796,2018-03-24 10:56:04,Igor_Train,"RT @NicholasTJones: @Ubisoft Can we get a memorial for #ArnaudBeltrame in @Rainbow6Game please? Either on a map, as a charm or even an outf…",6337.0
9794,2018-03-24 10:56:09,juhosshi,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6338.0
9792,2018-03-24 10:56:19,gthing62,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6339.0
9791,2018-03-24 10:56:20,jessnight1,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6340.0
9790,2018-03-24 10:56:21,safi_sy,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6341.0
9789,2018-03-24 10:56:37,mickhawg,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6342.0
9788,2018-03-24 10:57:27,SecureRob,"RT @LVNancy: ISIS-aligned gunman takes hostages &amp; kills 2 #Trebes 

#France outlawed guns 
... someone forgot to tell the criminal tho 🤨

P…",6343.0
9787,2018-03-24 10:57:38,WYP_KirkleesCID,Very sad to hear that @Gendarmerie officer #ArnaudBeltrame lost his life after such heroic acts in #Trèbes France.… https://t.co/QkQZ1ztr7l,6344.0
9786,2018-03-24 10:57:41,ZiaDigitaldivah,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6345.0
9785,2018-03-24 10:57:45,FyldeAmb,"RT @samsparkes999: French Police Officer Arnaud Beltrame a true hero, has died after swapping himself with a hostage taken by a terrorist i…",6346.0
9784,2018-03-24 10:57:47,bkindngood,"RT @CGTNOfficial: #BREAKING Police launch raid on supermarket in #Trebes, southern #France; hostage taker shot, according to BFM TV https:/…",6347.0
9783,2018-03-24 10:57:51,mydmac,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6348.0
9782,2018-03-24 10:57:52,AnglicusPatri,"RT @thswedishbriton: #ISIS will never be defeated until we, as a society, stop being afraid of dicussing and criticising Islam. #France #Tr…",6349.0
9780,2018-03-24 10:58:00,GarethPc1237,"RT @samsparkes999: French Police Officer Arnaud Beltrame a true hero, has died after swapping himself with a hostage taken by a terrorist i…",6350.0
9779,2018-03-24 10:58:10,NielsenLisa,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6351.0
9778,2018-03-24 10:58:14,JenCaplis,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6352.0
9777,2018-03-24 10:58:17,GeorgeCJenkins,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6353.0
9776,2018-03-24 10:58:21,nozkcb,"RT @CMacCoille: French hero. Arnaud Beltrame, the policeman who changed places with a hostage, sacrificed himself to protect others. Deepes…",6354.0
9775,2018-03-24 10:58:21,MichelleMazuros,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6355.0
9774,2018-03-24 10:58:35,Vuise_,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6356.0
9773,2018-03-24 10:58:36,BS_G,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6357.0
9771,2018-03-24 10:58:41,willy_billy_bit,RT @ChrChristensen: This is Arnaud Beltrame. A French police officer who volunteered to take the place of a hostage being held in yesterday…,6358.0
9770,2018-03-24 10:58:45,10Babi10,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6359.0
9769,2018-03-24 10:58:47,sami90x,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6360.0
9768,2018-03-24 10:58:50,Irisrojasv,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6361.0
9766,2018-03-24 10:58:54,Sundaylofan2,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6362.0
9765,2018-03-24 10:58:56,___bragg,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6363.0
9764,2018-03-24 10:59:04,Awesemma22,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6364.0
9763,2018-03-24 10:59:06,RenatoLisa,Le gendarme Arnaud Beltrame est mort #Aude #Trebes https://t.co/nuwsn0HURe,6365.0
9762,2018-03-24 10:59:43,panos_andry,"RT @davidchazan: Tragically, heroic French gendarme Arnaud Beltrame has died from his wounds. He was shot after voluntarily taking place of…",6366.0
9761,2018-03-24 10:59:44,sgenie,RT @CatherineField: French media reports 45 year old Lieutenant-colonel #Gendarme who swapped places with #hostage and remained inside #Trè…,6367.0
9759,2018-03-24 10:59:48,_cclark8,"RT @MelissaBellCNN: The hero of the #Trèbes terror attacks, the police officer 
#Beltrame wto took the place of the female hostages being h…",6368.0
9758,2018-03-24 10:59:49,Liaxi0os,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6369.0
9757,2018-03-24 10:59:51,SallyMos,RT @GavinLeeBBC: The French interior minister confirms this morning that the police officer who swapped himself for a hostage in a #Trèbes…,6370.0
9755,2018-03-24 11:00:06,ChinaCry,"RT @fred_connection: On the day of the terror attack in #Trèbes , in which 4 people were killed, it seems the best way to show solidarity f…",6371.0
9754,2018-03-24 11:00:07,ripironi,"RT @Tom_Antonov: #ArnaudBeltrame is the name &amp; the face to remember today
During the terror attack in a supermarket in #Trébes the @Gendarm…",6372.0
